movie_id,title,tags
82310,Yagnam, seenu (gopichand) is a loyal servant and a right-hand of faction leader reddeppa (devaraj). he and sailaja (sameera benarjee) - daughter of reddeppa - grew together. nayudamma (raj kumar) is an arch rival of reddeppa. factional feuds between them have resulted in loss of number of lives among their groups. when reddeppa realizes that his daughter and seenu are in love  he swings into action by trying to kill seenu. rest of the story is all about how seenu secures the hand of sailaja and how he unites the forces of followers in both the warring groups to teach their masters (reddeppa and nayudamma) a lesson or two! gopichand sameerabanerjee prakashraj a.s.ravikumarchowdary te
80836,Andhrudu,drama action surendra (t. gopichand) is an honest and hot-blooded cop. archana (gowri pandit) is the daughter of police commissioner. they meet accidentally and their relationship blossoms into love. archana's father is of bihar origin. parents settle the match of surendra and archana. when they are about to get engaged  surendra expresses his reservations due to archana overhearing her father's conversation with his long estranged sister on the subject of archana and sinha marrying. surendra takes the blame for the destroyed relationship and archana goes back to bihar to wed her cousin sinha (salim baig). the rest of the story is all about how surendra goes to bihar and wins archana back. gopichand gowripandit sayajishinde muraliparuchuri te
137471,Okkadunnadu,action gauthami (neha jhulka) is a real estate agent in mumbai. she brokers deals with the buyers and sellers and gets paid commission. she arranges a deal between gowri shankar (suman) of sri venkateswara bank  hyderabad  india  and a seth (raghubabu) in mumbai  for the sale of a guest house in mumbai. as per the agreement  there is three months time for registration. however  gowri shankar's son kiran (gopichand) comes to mumbai and demands the money immediately. though gauthami tries very hard to convince kiran that it may not be possible to complete the deal early  kiran does not listen and wants to complete the deal saying that he needs the money urgently.  on the other hand  there is a mafia don called sou bhai (mahesh manjrekar)  who needs an urgent heart transplant and looks for a person who has a rare blood group called bombay blood group. gopichand nehajhulka maheshmanjrekar chandrasekharyeleti te
137472,Ontari,action romance ontari (telugu: ఒంటరి  english translation: alone) is a 2008 telugu film which stars gopichand and bhavana. choreographer-turned-director ramana directed this film. the movie was made under reputed banner eetharam films. the film has been dubbed into tamil as subramaniam and in hindi as ek aur khal nayak.  vamsi (gopichand) lives with his family. vamsi’s father is muddu krishna rao (paruchuri venkateshwara rao)  an affluent sari mandir owner. vamsi’s friends are sunil & rajiv  an mla. vamsi falls in love with bujji (bhavana) at first sight but she doesn't see him. one day  bujji meets mr. rao & his family  except for vamsi  who then overhears his family talking to her  discovers that buji is an orphan and stays in a hostel. vamsi goes to the hostel and pretends to be a cbi officer because he wants to talk to bujji. gopichand bhavana alibasha b.v.ramana te
73140,Souryam,action thriller vijay (gopichand) comes to kolkata in search of his lost sister (poonam kaur). in a series of events he ends up getting caught in a brawl with some goons and in self defence chops a man's arm off. he meets a bubbly college girl swetha (anushka shetty) and soon  they fall in love. one day  the gangster's son named ajay finds out that vijay is alive and he swears to avenge his father's lost arm. gopichand anushkashetty poonamkaur siva te
23784,Shankam,action comedy when his girlfriend is forced to return to india  a happy-go-lucky man follows her and upon asking for their marriage is tasked with picking up a violent but timid relative while making sure the rival villagers don't get a chance to attack him. gopichand trishakrishnan sathyaraj siva te
269209,Wanted,action drama rambabu (gopichand) is a happy go lucky chap who does nothing for career  and doesn't mind a fight for the heck of it. in spite of this  his parents love him completely because they think they have earned enough for him. rambabu comes across nandini (deeksha seth)  a house surgeon. when the girl saves his mom's (jayasudha) life  rambabu falls for her and chases her. after almost following her everywhere  saving her from goons few times  rambabu gets frustrated and asks her what she wants him to do to prove his love for her. the girl asks him to kill basava raju (prakash raj) and company  as a revenge for killing her honest cop father (nasser) and her entire family. rambabu goes after the goons and kills them one by one and finally unites with nandini. gopichand deekshaseth jayasudha bvsravi te
81080,Mogudu,drama mogudu is a 2011 telugu film directed by krishna vamsi starring gopichand  taapsee pannu  shraddha das in the lead roles with gadde rajendra prasad  roja and naresh in supporting roles. the film is all about how a man truly becomes mogudu (husband) when he understands his wife and wins her love. the film released on 4 november 2011 gopichand taapseepannu shraddhadas pasupuletikrishnavamsi te
208417,Sahasam,action adventure gowtam is a guard employed by a security agency. one rainy night  he finds out that his grandfather has a treasure stashed away in pakistan which was his place before partition happened. srinidhi is a staunch devotee and her goal is to visit a hindu temple which is located in hinglaj  pakistan. gowtam’s treasure is located in and around that temple. gowtam joins srinidhi’s journey to pakistan temple where they have a security guy (ali) helping them. meanwhile  sultan takes over the pakistan’s archeology department’s team that is searching for treasure in the same area. the rest of the story is all about how gowtam manages to get hold of diamonds which rightfully belongs to him. gopichand taapseepannu sumantalwar chandrasekharyeleti te
295587,Loukyam,action comedy romance venky  a man who values his friends  goes against a local crime lord  babji  when he helps his best friend elope with the gangster's daughter. consequently  babji orders a manhunt for venky. gopichand rakulpreetsingh sampathraj sriwass te
108340,Bejawada,action drama crime a fearless young man sets out to avenge his brother's death by eliminating the devious criminals responsible for the murder. in the process  he must also fight for justice and save the labourers' and students' unions from the gangster's ruthless tyranny. will he succeed in his mission? nagachaitanyaakkineni amalapaul prabhu vivekkrishna te
66107,Don,drama action comedy surya lives a middle-classed lifestyle along with his honest father who is a police inspector. when his father arrests a gangster  he is killed  leaving surya alone to fend for himself. he overcomes many problems  comes to the rescue of a young boy  jadhav  and together they assist other oppressed youth  who subsequently make surya their leader. years later surya is a much respected and equally feared don  and lives a wealthy lifestyle along with jadhav  bannerjee  and mathur as his trusted assistants. he dispenses justice quickly and comes to the assistance of the poor and needy. he meets with mathur's daughter  priya  and both fall in love with each other. jadhav  meets with nandini  and wants to get married to her. then complications shatter their lives when pakistani gangster  feroz  starts taking an interest in india and wants surya to join forces with him. when surya refuses  feroz lets lose a reign of terror that will devastate and change surya's life forever. nagarjunaakkineni anushkashetty raghavalawrence raghavalawrence te
70388,Josh,action crime when a man in search of employment  becomes involved with a group of students  who are being led astray by destructive influences  he invests all his energy and effort into ensuring that the students are able to stave off the negative powers. why is he so passionate about helping the students? nagachaitanyaakkineni karthikanair prakashraj vasuvarma te
60807,Kick,action comedy thriller kalyan is a kind of guy who prefers a life full of thrills than leading a regular life style. he seeks kick in whatever he does. he finds liking in naina. they separate due to differences. krishna is a young cop who is in lookout for a big ticket thief who happens to be kalyan. meanwhile  naina agrees for an engagement with krishna. the rest of the story is all about how kalyan wins back his lady love and the real intent behind the robberies of kalyan. raviteja ileanad'cruz brahmanandam surenderreddy te
66517,Sri Anjaneyam,drama brahmam  a corrupt politician  kills anji's parents and plans to demolish a temple. to help anji fight the politician  lord anjaneya takes human form to stop it. nithiin charmykaur arjunsarja pasupuletikrishnavamsi te
185787,Gouravam,drama family arjun begins a search for shanmugam  his friend who had eloped with his lover from his village  and uncovers shocking truths... allusirish yamigautam prakashraj radhamohan te
115067,Anji,action drama adventure the aatmalingam of the himalayas possesses enormous divine powers. once every 72 years  the akasa ganga from the sky flows into aatmalingam. those who drink akasa ganga 's holy water become immortal and gain supernatural powers. chiranjeevi namratashirodkar tinnuanand kodiramakrishna te
304791,Ra Ra Krishnayya,comedy drama romance kittu / krishna is a cab driver who saves his money with the cab owner. when the owner refuses to return his money back  kittu kidnaps owner’s daughter nandu. nandu who is fed up with her father’s unilateral decision about her marriage is happy with the kidnapping. they fall in love with each other in the process. when they were about to accept the ransom money  she gets kidnapped by another kidnapper. the rest of the story is all about who kidnapped her and the kidnapper’s connection with kittu sundeepkishan reginacassandra jagapatibabu maheshp te
155731,Naa Ishtam,drama krishnaveni runs away from home to elope with her lover  kishore  who does not show up. gani  a self-centred man  plans to take her to her father  hoping to make a quick buck. ranadaggubati geneliad'souza brahmanandam prakashtholeti te
80276,Dookudu,action drama comedy a young policeman hunts down the men who caused the accident that put his politician father into a coma. maheshbabu samantharuthprabhu sonusood sreenuvaitla te
31626,Bommarillu,drama romance siddu is the son of an over-protective business man. every decision of his is made by his father  which leads him into frustration. he half-heartedly agrees to become engaged to a rich man's daughter  but then falls for a middle-class man's daughter called haasini. the film focuses on his realization that he has to stand on his own and come out of his father's protective shell - and try to succeed in love. siddharth geneliad'souza prakashraj bhaskar te
80281,Oosaravelli,action thriller a youngster  who does anything for money  avenges on those who killed the family of niharika. ntr tamannaahbhatia payalghosh surenderreddy te
307614,Rabhasa,action comedy us return student karthik pledges to marry his uncle dhanunjay's daughter indu  which was his mother's wish. a small family feud ends with both the families getting separated. he joins indu's college to convince her to marry him  but mistakenly assumes bhagyam as dhanunjay's daughter. later  karthik realizes that indu is his cousin but she is already in love with another guy. he gets entangled in a risky situation when he tries to help a stranger. the rest of the story is all about how he controls the damage and fulfills the wish of his mother. ntr samantharuthprabhu pranithasubhash santoshsrinivas te
227056,Ramayya Vasthavayya,drama action nandu  a happy-go-lucky college student falls head over heels in love with akarsha and goes all out to woo her. but only after akarsha falls for him does she realize that he has revenge on his mind. ntr samantharuthprabhu shrutihaasan harishshankar te
63372,Shakti,action fantasy the central minister's daughter who secretly goes on a trip is targeted by some evil egyptians who want her and a holy diamond in their custody  while a guide gets linked to the fight as he protects her from all possible dangers. ntr ileanad'cruz prabhu meherramesh te
38677,Adhurs,action comedy drama twin brothers who are separated at birth receive different upbringing. after they grow up  they chance upon each other when one of them gets kidnapped by hoodlums. ntr nayanthara brahmanandam v.v.vinayak te
81065,Kantri,action the opening scenes give you an indication of how the movie is going to shape up. nri krishna returns to his village with his wife and child to work for the upliftment of the village folk. however  when the family  along with his old father  is on its way home with the money  pr pothuraju (prakash raj) betrays everyone by killing them and running away with the money  leaving his wife and son behind. pothuraju is the head of a huge empire and is known for his nefarious connections and illegal dealings. he is supported at every step by his friend and partner seshu (ashish vidyarthi). enters our hero kantri (jr. ntr)  who flexes his muscles  shakes his leg  and gets into pothuraju's gang to earn money for his orphanage where he grew up (he is orphaned at a very young age). kantri falls in love with varalakshmi (hansika motwani)  who is such a lucky girl that she wins a foreign trip  house  and household gadgets for her family. however  she initially does not like kantri.  cast ntr hansikamotwani tanishaamukerji meherramesh te
77043,Yamadonga,fantasy action comedy raja  an orphaned thief  dies while helping a gang in kidnapping a wealthy heiress  mahi  in exchange of money. he then lands in yamlok and fights with yama  the god of death  to get his life back. ntr priyamani mamtamohandas s.s.rajamouli te
81002,Rakhi,drama action an ambitious and young man named rama krishna avenges his sister's death after her in-laws burn her alive due to their greed for dowry. thereafter  he starts killing every man that harasses a woman. ntr ileanad'cruz charmykaur pasupuletikrishnavamsi te
80864,Ashok,drama action romance a short-tempered man falls in love with a woman  who is also pursued by a gangster that wants to marry her. as the man sets out to take on the mighty mob  his estranged family gets drawn into the fight. ntr sameerareddy prakashraj surenderreddy te
279533,Narasimhudu,action a young  orphaned boy is adopted by the villagers and he grows up striving for their wellbeing. when the sons of two corrupt men rape an 11-year-old  the young man vows to punish them for the crime. ntr sameerareddy ameeshapatel b.gopal te
85810,Konchem Ishtam Konchem Kashtam,romance romance comedy geeta's father disapproves of her relationship with siddhu as he isn't too pleased with the fact that the latter's parents are divorced. determined to marry geeta  siddhu promises to reunite his parents. siddharth tamannaahbhatia prakashraj kishorekumar te
31350,Amma Nanna O Tamila Ammayi,drama romance chandu is very passionate about kickboxing and his life revolves around his mother and his girlfriend. his life is shattered when his dying mother asks him to meet his estranged father raghuveer. raviteja asinthottumkal jayasudha purijagannadh te
54757,Maryada Ramanna,comedy action drama ramu returns to his hometown to sell a piece of land he owns and falls in love with a young woman only to find out that her parents want him dead. sunilvarma saloniaswani nagineeduvellanki s.s.rajamouli te
52944,Don Seenu,comedy drama action this story is all about a ambitious boy named seenu (ravi teja) who dreams of becoming a don. he always likes to be called as ‘don’ seenu since childhood due to the strong influence of the amitabh bachchan starrer ‘don’. he grows up with just one passion - that of becoming the world's no: 1 don. thanks to his enterprising nature  he gains access to the cream of the city's dons  and uses his cleverness to play off the top two - machiraju (sayaji shinde) and narsing (sri hari)  fierce rivals - against each other. raviteja shriyasaran anjanasukhani gopichandmalineni te
54304,Santosham,romance drama karthik(nagarjuna) is a rich architect in ooty. he falls in love with padhu(gracy singh). padmavathi takes her own sweet time to accept karthik's love. padmavathi has a cute cousin sister bhanu (shriya). bhanu encourages their love and gives courage to padhu. when padhu reveals about her love  her father rama chandraiah (k. viswanath) resists and asks her to marry the guy he has chosen for her. padhu flees from home and marries karthik. padmavathi is very eager to get back to her parents and get their blessings. karthik and padmavathi migrate to new zealand and they give birth to a kid named lucky. padhu dies in an accident. rama chandraiah has a very big joint family. a few of the family members opine that inviting karthik and his kid for a marriage to be happened at their place would give an opportunity to get a closer look at lucky. nagarjunaakkineni shriyasaran gracysingh dasaradh te
115268,Balu,action crime balu abcdefg (telugu: బాలు abcdefg) is a telugu film released on 6 january 2005 and was directed by a. karunakaran. this film stars pawan kalyan  shriya  and neha oberoi. the film was produced by c. ashwini dutt under his production company vyjayanthi movies. the movie was a good grosser at the box office; it ran for 100 days successfully in 8 theaters in andhra pradesh pawankalyan shriyasaran nehaoberoi a.karunakaran te
82324,Tulasi,action tired of her husband's crusade against factional feuds  thulasi's wife leaves him. however  when their fatally ill son is abducted by factionists  he must resort to violence again. venkatesh nayanthara vijayakumar boyapatisrinu te
80395,Aadi,drama action aadi  who is raised by his father's faithful employee  learns about how his parents were cheated and killed by nagi reddy. enraged by the injustice done to his family  he decides to confront nagi. ntr keerthichawla chalapathirao v.v.vinayak te
137448,Nee Sukhame Ne Koruthunna, nee sukhame ne korukunna is a telugu movie (2008) with raja and sneha in the lead roles.giribabu had earlier produced and directed several hit films including devatalara deevinchandi  simha garjana  merupu dadi and muddu muchata. after a long time  he chose to wield the megaphone under his own banner. however  he could not change his style of direction and continued it in the old fashion. the film could be categorised as a love and family entertainer. raja sneha kotasrinivasarao giribabu te
73583,Ready,family action comedy a brave man decides to kidnap his friend's beloved from a forced marriage  but ends up abducting the wrong bride. ironically  the bride he kidnapped is ecstatic because she was already planning an escape. on the run  they fall in love  but in order to get married  they must convince their families. geneliad'souza rampothineni brahmanandam sreenuvaitla te
